success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_final,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,eta_min,sigma_omega,k_t,r0,lambda_curl,scene,method,seed
False,28.650000000000002,0.7276165871169893,0.21510875610042873,True,97.21383070009293,3185.5178936785396,0.03566472384124341,72.57678683435601,0.012849901464050266,0.2756668167257256,0.002140045908308608,0.002140045908308608,155.75376992484655,0,0.0,True,2.5243331832742744,False,False,28.900000000000002,0.1,5.0,0.6,1.5,0.5,s4_narrow_passage,M7,0
False,28.75,0.7369937732026883,0.21263637904352634,True,97.2758341223064,3190.2295907024954,0.03566472384124341,72.63212009084722,0.01285197986514295,0.2756622186044472,0.0021296899890188557,0.0021296899890188557,156.30149331347906,0,0.0,True,2.5243377813955528,False,False,28.900000000000002,0.1,5.0,0.6,1.5,0.5,s4_narrow_passage,M7,1
False,28.650000000000002,0.7377038598214545,0.20612909256800238,True,97.12606706462844,3181.0485916291145,0.035248404107688036,72.53390879605342,0.012848960810779873,0.27566889869362443,0.0021447252097753612,0.0021447252097753612,156.02953649222712,0,0.0,True,2.5243311013063754,False,False,28.75,0.1,5.0,0.6,1.5,0.5,s4_narrow_passage,M7,2
False,26.6,0.7283969708951596,0.2177983943458081,True,91.77933469786568,2757.952128623448,0.027615875659172912,72.65510194229445,0.013432671184229356,0.280988486374445,0.0018687159506739807,0.0018687159506739807,149.6451642765481,0,0.0,True,2.519011513625555,False,False,27.75,0.1,5.0,0.9,1.2,0.3,s4_narrow_passage,M7,0
False,26.85,0.7378521140317995,0.2175367723105177,True,91.17394689756776,2711.153455972625,0.027060782681099085,72.66332917207255,0.013439122602819245,0.2809774066228083,0.0018363200271767834,0.0018363200271767834,148.60997985534016,0,0.0,True,2.5190225933771915,False,False,27.950000000000003,0.1,5.0,0.9,1.2,0.3,s4_narrow_passage,M7,1
False,26.8,0.7388703009934645,0.2798133203585418,True,90.8595167124494,2671.3024462751437,0.027615875659172912,72.63408614942799,0.013414454133931114,0.2810197388004579,0.0019635967879562373,0.0019635967879562373,148.22841703254164,0,0.0,True,2.518980261199542,False,False,27.950000000000003,0.1,5.0,0.9,1.2,0.3,s4_narrow_passage,M7,2
False,26.25,0.7275924517717749,0.21121840745999756,True,97.8738950875026,3187.1847260476156,0.03483208437413267,72.58032786608128,0.013370871908393813,0.2811459761168543,0.0022290565389847155,0.0022290565389847155,156.331262682481,0,0.0,True,2.5188540238831454,False,False,27.400000000000002,0.1,5.0,0.9,1.2,0.5,s4_narrow_passage,M7,0
False,26.400000000000002,0.7372525074773242,0.23302939479527277,True,98.59139675321165,3236.433949175228,0.03427699139605884,72.5778852740971,0.01337006460691705,0.28114905027585174,0.0022341580552656475,0.0022341580552656475,157.05811486386003,0,0.0,True,2.5188509497241482,False,False,27.6,0.1,5.0,0.9,1.2,0.5,s4_narrow_passage,M7,1
False,26.200000000000003,0.7377280861643694,0.21620626965008902,True,98.24977851540909,3196.744886340067,0.03413821815154038,72.56337676207974,0.013366186405906458,0.2811641152908208,0.0022584744478154357,0.0022584744478154357,156.79016060101299,0,0.0,True,2.518835884709179,False,False,27.150000000000002,0.1,5.0,0.9,1.2,0.5,s4_narrow_passage,M7,2
False,27.75,0.7285767875184541,0.22341344156739837,True,89.82938097665546,2656.9421526531296,0.02678323619206217,72.51412454629221,0.013516859230223638,0.2839022509511488,0.0028645700617026776,0.0028645700617026776,146.99181501705073,0,0.0,True,2.516097749048851,False,False,28.35,0.1,5.0,0.9,1.5,0.3,s4_narrow_passage,M7,0
